statement,label,statement_id,source
Itau Unibanco Holding operates in the industry of IT Software & Services.,0,812,companies
Microsoft operates in the industry of Transportation.,0,813,companies
"Electricite de France engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0,814,companies
China Telecom has headquarters in Germany.,0,815,companies
Shell operates in the industry of Consumer Durables.,0,816,companies
"Costco Wholesale is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services.",0,817,companies
"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0,818,companies
Roche Holding has headquarters in United States.,0,819,companies
"Nestle engages in the production and distribution of cars, trucks and vans.",0,820,companies
Target has headquarters in Germany.,0,821,companies
Oracle operates in the industry of Consumer Durables.,0,822,companies
E.ON has headquarters in France.,0,823,companies
AXA has headquarters in United States.,0,824,companies
Rio Tinto has headquarters in France.,0,825,companies
British American Tobacco has headquarters in India.,0,826,companies
"UBS Group engages in oil and gas exploration, production, and distribution activities.",0,827,companies
American International Group operates in the industry of Insurance.,0,828,companies
Glencore operates in the industry of Telecommunications Services.,0,829,companies
BNP Paribas operates in the industry of Banking.,0,830,companies
Rio Tinto operates in the industry of Oil & Gas Operations.,0,831,companies
Honda Motor has headquarters in United States.,0,832,companies
Procter & Gamble has headquarters in Luxembourg.,0,833,companies
Sumitomo Mitsui Financial has headquarters in China.,0,834,companies
Thermo Fisher Scientific operates in the industry of Consumer Durables.,0,835,companies
Nestle operates in the industry of Banking.,0,836,companies
Raytheon Technologies operates in the industry of Banking.,0,837,companies
E.ON operates in the industry of Insurance.,0,838,companies
Capital One operates in the industry of IT Software & Services.,0,839,companies
Danaher has headquarters in China.,0,840,companies
Siemens operates in the industry of Oil & Gas Operations.,0,841,companies
Verizon Communications has headquarters in Japan.,0,842,companies
Cigna Corporation has headquarters in Switzerland.,0,843,companies
Toronto-Dominion Bank operates in the industry of Materials.,0,844,companies
Enel has headquarters in Netherlands.,0,845,companies
Deutsche Telekom operates in the industry of Telecommunications Services.,0,846,companies
Telefonica engages in the provision of insurance and financial products.,0,847,companies
Anthem has headquarters in Spain.,0,848,companies
JPMorgan Chase operates in the industry of Banking.,0,849,companies
Toronto-Dominion Bank engages in the provision of financial products and services.,0,850,companies
Mercedes-Benz Group operates as an integrated oil and gas company.,0,851,companies
PetroChina engages in the provision of innovative memory and storage solutions.,0,852,companies
MetLife operates in the industry of Consumer Durables.,0,853,companies
Barclays has headquarters in Russia.,0,854,companies
ConocoPhillips has headquarters in United Kingdom.,0,855,companies
Commonwealth Bank of Australia has headquarters in United Kingdom.,0,856,companies
Hon Hai Precision has headquarters in United States.,0,857,companies
China Telecom operates in the industry of Materials.,0,858,companies
"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies.",0,859,companies
Honeywell operates in the industry of IT Software & Services.,0,860,companies
China Vanke operates in the industry of Consumer Durables.,0,861,companies
Micron Technology operates in the industry of Banking.,0,862,companies
Ford Motor operates in the industry of Chemicals.,0,863,companies
Accenture operates in the industry of Oil & Gas Operations.,0,864,companies
PNC Financial Services engages in the operation of membership warehouses.,0,865,companies
Alibaba Group has headquarters in Germany.,0,866,companies
Intel has headquarters in Russia.,0,867,companies
Chubb has headquarters in China.,0,868,companies
"Stellantis operates in the industry of Food, Drink & Tobacco.",0,869,companies
Electricite de France has headquarters in Russia.,0,870,companies
Nippon Telegraph & Telephone engages in the provision of banking and financial services.,0,871,companies
Credit Agricole operates in the industry of Banking.,0,872,companies
Poly Developments & Holdings Group has headquarters in United States.,0,873,companies
Honeywell has headquarters in Taiwan.,0,874,companies
UnitedHealth Group engages in the provision of financial services.,0,875,companies
Hitachi has headquarters in Japan.,0,876,companies
AXA engages in providing online and mobile marketplaces in retail and wholesale trade.,0,877,companies
Hyundai Motor operates in the industry of Technology.,0,878,companies
UBS Group has headquarters in United States.,0,879,companies
State Bank of India has headquarters in Spain.,0,880,companies
Lockheed Martin operates in the industry of Banking.,0,881,companies
Prudential Financial has headquarters in China.,0,882,companies
SoftBank has headquarters in France.,0,883,companies
Tokio Marine Holdings has headquarters in United States.,0,884,companies
LukOil operates as a holding company that engages in the provision of insurance and asset management services.,0,885,companies
Bank of Nova Scotia operates in the industry of IT Software & Services.,0,886,companies
The Home Depot engages in the provision of telecommunication and information technology services.,0,887,companies
BASF has headquarters in Japan.,0,888,companies
Bayerische Motoren Werke (BMW) operates in the industry of Insurance.,0,889,companies
Enel operates in the industry of Trading Companies.,0,890,companies
"Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",0,891,companies
Poly Developments & Holdings Group operates as a holding company that engages in the provision of insurance and asset management services.,0,892,companies
China Merchants Bank has headquarters in United States.,0,893,companies
Mizuho Financial has headquarters in Germany.,0,894,companies
GlaxoSmithKline operates in the industry of Banking.,0,895,companies
Deere & Company operates in the industry of Banking.,0,896,companies
Anthem operates in the industry of Health Care Equipment & Services.,0,897,companies
Credit Agricole operates as a holding company that engages in the management of its group companies.,0,898,companies
LukOil operates in the industry of Oil & Gas Operations.,0,899,companies
Walmart is a holding company that engages in the provision of telecommunications media and technology service.,0,900,companies
Amazon.com has headquarters in Italy.,0,901,companies
Bank of Montreal operates in the industry of Oil & Gas Operations.,0,902,companies
Electricite de France operates in the industry of Materials.,0,903,companies
"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0,904,companies
Munich Reinsurance operates in the industry of Banking.,0,905,companies
Santander has headquarters in United States.,0,906,companies
Sberbank operates in the industry of Consumer Durables.,0,907,companies
Cisco Systems has headquarters in Japan.,0,908,companies
China Citic Bank operates in the industry of Banking.,0,909,companies
Walgreens operates in the industry of Banking.,0,910,companies
Industrial Bank engages in owning and operating of general merchandise stores.,0,911,companies
Nippon Telegraph & Telephone operates in the industry of Oil & Gas Operations.,0,912,companies
Walt Disney operates in the industry of Aerospace & Defense.,0,913,companies
Visa engages in the provision of insurance and investment advisory services.,0,914,companies
Zurich Insurance operates in the industry of Banking.,0,915,companies
American Express has headquarters in France.,0,916,companies
PepsiCo operates in the industry of Insurance.,0,917,companies
Mitsubishi has headquarters in Germany.,0,918,companies
Costco Wholesale operates in the industry of Materials.,0,919,companies
"Total engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",0,920,companies
Novartis has headquarters in Japan.,0,921,companies
Sanofi has headquarters in United States.,0,922,companies
Agricultural Bank of China has headquarters in Hong Kong.,0,923,companies
Wells Fargo operates in the industry of Diversified Financials.,0,924,companies
Procter & Gamble operates in the industry of Diversified Financials.,0,925,companies
Fubon Financial has headquarters in Canada.,0,926,companies
"Bank of China engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products.",0,927,companies
CITIC operates in the industry of Banking.,0,928,companies
"AIA Group engages in the design, manufacture and sale of computer products and technologies.",0,929,companies
Danaher operates in the industry of Chemicals.,0,930,companies
"Alphabet engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0,931,companies
Morgan Stanley operates in the industry of Chemicals.,0,932,companies
Microsoft has headquarters in Germany.,0,933,companies
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0,934,companies
Bank of China has headquarters in France.,0,935,companies
Moller - Maersk has headquarters in Australia.,0,936,companies
"Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",0,937,companies
"China Petroleum & Chemical engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks.",0,938,companies
ING Group operates in the industry of Materials.,0,939,companies
HCA Healthcare has headquarters in United Kingdom.,0,940,companies
"Mitsui engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.",0,941,companies
Fubon Financial operates in the industry of Capital Goods.,0,942,companies
Charles Schwab Corporation has headquarters in Japan.,0,943,companies
Ford Motor has headquarters in Japan.,0,944,companies
America Movil operates in the industry of Consumer Durables.,0,945,companies
Tokio Marine Holdings operates in the industry of Retailing.,0,946,companies
"China Citic Bank produces and markets fuels, natural gas and low-carbon electricity.",0,947,companies
Chevron has headquarters in Germany.,0,948,companies
"Commonwealth Bank of Australia is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",0,949,companies
Toyota Motor operates in the industry of Banking.,0,950,companies
Petrobras has headquarters in France.,0,951,companies
Westpac Banking operates in the industry of Consumer Durables.,0,952,companies
Petrobras operates in the industry of Retailing.,0,953,companies
Chevron operates in the industry of Banking.,0,954,companies
"Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.",0,955,companies
Johnson & Johnson has headquarters in Hong Kong.,0,956,companies
"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",0,957,companies
British American Tobacco operates as a global financial services company.,0,958,companies
UBS Group operates in the industry of Aerospace & Defense.,0,959,companies
Truist Financial has headquarters in United Kingdom.,0,960,companies
Mitsui operates in the industry of Retailing.,0,961,companies
China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0,962,companies
Citigroup engages in the provision of banking and related financial services.,0,963,companies
Univlever operates in the industry of Banking.,0,964,companies
Nestle has headquarters in Mexico.,0,965,companies
American Express operates in the industry of Consumer Durables.,0,966,companies
"Honda Motor engages in oil and gas exploration, production, and distribution activities.",0,967,companies
Charter Communications has headquarters in Canada.,0,968,companies
Anglo American operates in the industry of Construction.,0,969,companies
Lloyds Banking Group is a holding company that engages in the provision of financial products and services.,0,970,companies
"HSBC Holdings is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0,971,companies
Taiwan Semiconductor Manufacturing Company has headquarters in China.,0,972,companies
Samsung Group operates in the industry of Banking.,0,973,companies
Raytheon Technologies has headquarters in China.,0,974,companies
Goldman Sachs Group has headquarters in China.,0,975,companies
Amazon.com operates in the industry of Semiconductors.,0,976,companies
PetroChina operates in the industry of Insurance.,0,977,companies
"America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",0,978,companies
ING Group has headquarters in Russia.,0,979,companies
Mizuho Financial operates in the industry of Insurance.,0,980,companies
"Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,981,companies
Roche Holding operates in the industry of Insurance.,0,982,companies
SK Hynix has headquarters in China.,0,983,companies
"Enel engages in global investment banking, securities and investment management, which provides financial services.",0,984,companies
Chevron engages in the provision of insurance and investment advisory services.,0,985,companies
"Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services.",0,986,companies
Medtronic has headquarters in Hong Kong.,0,987,companies
"China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0,988,companies
Barclays operates in the industry of Retailing.,0,989,companies
Tencent Holdings operates in the industry of Retailing.,0,990,companies
Itochu engages in oil and natural gas production.,0,991,companies
"Oracle engages in the design, manufacture and sale of computer products and technologies.",0,992,companies
Exxon Mobil engages in the provision of banking and financial services.,0,993,companies
Pfizer has headquarters in China.,0,994,companies
Chubb operates in the industry of Banking.,0,995,companies
Bank of America operates in the industry of Aerospace & Defense.,0,996,companies
ENGIE operates in the industry of Drugs & Biotechnology.,0,997,companies
SoftBank engages in the provision of insurance and investment advisory services.,0,998,companies
ANZ operates in the industry of Semiconductors.,0,999,companies
Wells Fargo has headquarters in Saudi Arabia.,0,1000,companies
"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",0,1001,companies
"Westpac Banking is an investment holding company, which engages in the provision of life insurance.",0,1002,companies
Walgreens has headquarters in China.,0,1003,companies
Johnson & Johnson provides insurance and financial services to individual and institutional customers.,0,1004,companies
HDFC Bank has headquarters in Australia.,0,1005,companies
Apple has headquarters in Canada.,0,1006,companies
Sanofi engages in the manufacture and sale of semiconductor products.,0,1007,companies
Vale operates in the industry of Banking.,0,1008,companies
Shanghai Pudong Development Bank operates in the industry of Banking.,0,1009,companies
Santander engages in the provision of banking and financial services.,0,1010,companies
Citigroup has headquarters in Germany.,0,1011,companies
Accenture has headquarters in United States.,0,1012,companies
Fubon Financial engages in the provision of broadband communications services.,0,1013,companies
Reliance Industries provides banking and financial services to individuals and institutions.,0,1014,companies
Ping An Insurance (Group) Company of China provides commercial banking and financial services.,0,1015,companies
"LVMH Moet Hennessy Louis Vuitton is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,1016,companies
"Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,1017,companies
Telefonica operates in the industry of Banking.,0,1018,companies
Walt Disney engages in the manufacture and sale of automobiles and motorcycles.,0,1019,companies
Ping An Insurance (Group) Company of China operates in the industry of Banking.,0,1020,companies
"Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",0,1021,companies
Coca-Cola has headquarters in South Korea.,0,1022,companies
Alphabet operates in the industry of Oil & Gas Operations.,0,1023,companies
Tencent Holdings engages in the provision of energy solutions.,0,1024,companies
Intesa Sanpaolo has headquarters in Brazil.,0,1025,companies
"Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products.",0,1026,companies
Novartis operates in the industry of Banking.,0,1027,companies
"Cisco Systems engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0,1028,companies
BNP Paribas has headquarters in China.,0,1029,companies
Univlever has headquarters in Japan.,0,1030,companies
Cigna Corporation operates in the industry of Utilities.,0,1031,companies
SK Hynix operates in the industry of Conglomerates.,0,1032,companies
Industrial and Commercial Bank of China has headquarters in Germany.,0,1033,companies
Postal Savings Bank of China operates in the industry of Consumer Durables.,0,1034,companies
Abbott Laboratories operates in the industry of Consumer Durables.,0,1035,companies
China Shenhua Energy has headquarters in Japan.,0,1036,companies
HSBC Holdings operates in the industry of Oil & Gas Operations.,0,1037,companies
"Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions.",0,1038,companies
Equinor has headquarters in United States.,0,1039,companies
Comcast operates in the industry of Banking.,0,1040,companies
VINCI has headquarters in South Korea.,0,1041,companies
United Parcel Service operates in the industry of Banking.,0,1042,companies
CNOOC has headquarters in Japan.,0,1043,companies
"The Home Depot operates in the industry of Food, Drink & Tobacco.",0,1044,companies
Agricultural Bank of China engages in the provision of banking and financial services.,0,1045,companies
Eni has headquarters in Switzerland.,0,1046,companies
RBC has headquarters in United States.,0,1047,companies
"Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil.",0,1048,companies
Commonwealth Bank of Australia operates in the industry of Insurance.,0,1049,companies
Mitsubishi UFJ Financial Group has headquarters in Canada.,0,1050,companies
CVS Health engages in the provision of financial products and services.,0,1051,companies
HDFC Bank operates in the industry of Banking.,0,1052,companies
BASF operates in the industry of Banking.,0,1053,companies
"Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0,1054,companies
HCA Healthcare operates in the industry of Transportation.,0,1055,companies
Banco Bradesco has headquarters in United States.,0,1056,companies
"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0,1057,companies
"Brookfield Asset Management engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",0,1058,companies
BP has headquarters in France.,0,1059,companies
CVS Health operates in the industry of Banking.,0,1060,companies
Charter Communications operates in the industry of Oil & Gas Operations.,0,1061,companies
Linde engages in owning and operating of general merchandise stores.,0,1062,companies
Intel operates in the industry of Banking.,0,1063,companies
Truist Financial operates as a research healthcare company.,0,1064,companies
"Siemens engages in property development, commodity residential building distribution, and property management.",0,1065,companies
"American Express operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",0,1066,companies
Lowe's operates in the industry of Media.,0,1067,companies
Hyundai Motor engages in owning and operating of general merchandise stores.,0,1068,companies
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,1069,companies
Medtronic operates in the industry of Banking.,0,1070,companies
BBVA has headquarters in United States.,0,1071,companies
American International Group has headquarters in Ireland.,0,1072,companies
BlackRock operates in the industry of Materials.,0,1073,companies
Berkshire Hathaway operates in the industry of Transportation.,0,1074,companies
MetLife engages in owning and operating of general merchandise stores.,0,1075,companies
AbbVie (ABBV) has headquarters in Germany.,0,1076,companies
Cisco Systems operates in the industry of Banking.,0,1077,companies
Barclays operates as a social networking company worldwide.,0,1078,companies
ENGIE engages in the provision of banking and financial services.,0,1079,companies
Bristol Myers Squibb engages in the provision of global health services.,0,1080,companies
FedEx has headquarters in Taiwan.,0,1081,companies
ENGIE has headquarters in United States.,0,1082,companies
Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services.,0,1083,companies
Exxon Mobil has headquarters in Switzerland.,0,1084,companies
Tokio Marine Holdings is an investment company that engages in the provision of value-added services and online advertising services.,0,1085,companies
PNC Financial Services has headquarters in Japan.,0,1086,companies
Broadcom has headquarters in United Kingdom.,0,1087,companies
Sanofi operates in the industry of Construction.,0,1088,companies
Zurich Insurance has headquarters in China.,0,1089,companies
Univlever engages in the provision of banking and financial solutions.,0,1090,companies
ConocoPhillips operates in the industry of Semiconductors.,0,1091,companies
VINCI engages in the provision of mail and logistics services.,0,1092,companies
"Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0,1093,companies
Deutsche Post has headquarters in Switzerland.,0,1094,companies
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, development and production of crude oil and natural gas.",0,1095,companies
Toronto-Dominion Bank has headquarters in United States.,0,1096,companies
Merck & Co. operates in the industry of Telecommunications Services.,0,1097,companies
Brookfield Asset Management operates in the industry of Consumer Durables.,0,1098,companies
"Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",0,1099,companies
Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.,0,1100,companies
Japan Post Holdings has headquarters in United States.,0,1101,companies
Sumitomo Mitsui Financial operates in the industry of Utilities.,0,1102,companies
Walt Disney has headquarters in Germany.,0,1103,companies
"Target is a holding company, which engages in the provision of financial services.",0,1104,companies
John Logie Baird lived in Japan.,0,1105,inventions
Samuel Colt invented the slide fastener (zipper precursor).,0,1106,inventions
John Boyd Dunlop lived in France.,0,1107,inventions
Richard Trevithick invented the airplane.,0,1108,inventions
Fritz Pfleumer invented the amplitude modulation (AM) radio.,0,1109,inventions
Ignazio Porro invented the modern electric refrigerator.,0,1110,inventions
Edouard Benedictus lived in U.S.,0,1111,inventions
Ralph Benjamin lived in Italy.,0,1112,inventions
Leonardo da Vinci lived in Poland/France.,0,1113,inventions
Linus Torvalds lived in Stephanie.,0,1114,inventions
George Pullman lived in U.K.,0,1115,inventions
Samuel Morse lived in Germany.,0,1116,inventions
Giovanni Caselli invented the integrated circuit.,0,1117,inventions
Thomas Savery invented the bagless vacuum cleaner.,0,1118,inventions
Joseph Aspdin lived in Switzerland.,0,1119,inventions
John Walker invented the modern electric refrigerator.,0,1120,inventions
Willem Einthoven invented the frameless parachute.,0,1121,inventions
John Atanasoff invented the revolver.,0,1122,inventions
Godfrey Hounsfield invented the electromagnetism discovery.,0,1123,inventions
Robert Moog invented the frequency hopping spread spectrum.,0,1124,inventions
Igor Sikorsky invented the laser.,0,1125,inventions
Nikola Tesla lived in Germany.,0,1126,inventions
Albert Ghiorso lived in U.K.,0,1127,inventions
Alexander Graham Bell lived in Germany.,0,1128,inventions
Joseph-Armand Bombardier invented the orangutan conservation.,0,1129,inventions
Johannes Gutenberg lived in U.K.,0,1130,inventions
Tim Berners-Lee invented the movable type printing press.,0,1131,inventions
Henri Giffard invented the wrinkle-resistant fabric.,0,1132,inventions
Alexander Fleming lived in France.,0,1133,inventions
Clarence Birdseye invented the wireless remote control.,0,1134,inventions
Florence Parpart invented the trackball.,0,1135,inventions
John Ericsson invented the celluloid.,0,1136,inventions
Ernest Swinton lived in U.S.,0,1137,inventions
Zhores Alferov invented the power loom.,0,1138,inventions
Robert Noyce invented the Unimate (first industrial robot).,0,1139,inventions
Yoshua Bengio lived in U.S.,0,1140,inventions
William Sturgeon lived in Germany.,0,1141,inventions
Alexander Graham Bell invented the Audi automobile.,0,1142,inventions
John Gorrie lived in Italy.,0,1143,inventions
Arthur Pitney invented the friction match.,0,1144,inventions
Hedy Lamarr invented the Morse code.,0,1145,inventions
Charles Francis Jenkins invented the gasoline-powered automobile.,0,1146,inventions
Richard Trevithick lived in U.S.,0,1147,inventions
Frederick McKinley Jones lived in Japan.,0,1148,inventions
Herbert Akroyd Stuart invented the Kirlian photography.,0,1149,inventions
Ami Argand invented the electric streetcar system.,0,1150,inventions
Alec Jeffreys lived in France.,0,1151,inventions
John Walker lived in U.S.,0,1152,inventions
Fritz Pfleumer lived in Canada/U.S.,0,1153,inventions
Narinder Singh Kapany lived in U.K.,0,1154,inventions
John Kay invented the electric stove.,0,1155,inventions
Robert Adler invented the spinning jenny.,0,1156,inventions
Guglielmo Marconi invented the Christmas card.,0,1157,inventions
Gustaf Dalén lived in Germany.,0,1158,inventions
John Harrison invented the steel ribbed umbrella.,0,1159,inventions
Alfred Nobel lived in U.S.,0,1160,inventions
Luther Simjian lived in U.S.,0,1161,inventions
Christopher Cockerell lived in France.,0,1162,inventions
Benjamin Rubin invented the telegraph printer.,0,1163,inventions
Frank Bunker Gilbreth lived in Russia.,0,1164,inventions
Hans Oersted invented the wireless remote control.,0,1165,inventions
Sir Frank Whittle invented the tank.,0,1166,inventions
Benjamin Franklin invented the Unimate (first industrial robot).,0,1167,inventions
Paul Gottlieb Nipkow lived in Denmark.,0,1168,inventions
Ernest Swinton invented the nylon.,0,1169,inventions
Yoshua Bengio invented the mechanical refrigeration (ice-making machine).,0,1170,inventions
Charles Strite lived in Italy.,0,1171,inventions
Edwin Herbert Hall invented the airplane.,0,1172,inventions
Michael Faraday invented the friction match.,0,1173,inventions
William Sturgeon invented the programmable computer (Z3).,0,1174,inventions
Orville and Wilbur Wright lived in France.,0,1175,inventions
Ignazio Porro lived in U.S.,0,1176,inventions
Earle Dickson invented the Vaseline.,0,1177,inventions
Sir Sandford Fleming invented the integrated circuit.,0,1178,inventions
Nikolai Basov invented the typewriter.,0,1179,inventions
John Callcott Horsley invented the programmable computer (Z3).,0,1180,inventions
Antoine Lavoisier invented the blood types.,0,1181,inventions
Igor Tamm lived in U.S.,0,1182,inventions
Philo Farnsworth lived in Germany.,0,1183,inventions
Whitcomb Judson invented the safety pin.,0,1184,inventions
Chester Carlson lived in U.K.,0,1185,inventions
Joseph Engelberger invented the discovery of Pluto.,0,1186,inventions
John Shepherd-Barron invented the electric wheelchair.,0,1187,inventions
Grace Hopper invented the programming language (theoretical).,0,1188,inventions
Florence Parpart lived in U.K.,0,1189,inventions
Nikola Tesla invented the electromagnetic waves discovery.,0,1190,inventions
Édouard-Léon Scott de Martinville invented the hovercraft.,0,1191,inventions
Georges Claude lived in Italy.,0,1192,inventions
Gordon Gould invented the snowmobile.,0,1193,inventions
David Schwarz lived in France.,0,1194,inventions
Henry Ford invented the barbed wire.,0,1195,inventions
Ralph H. Baer lived in France.,0,1196,inventions
Gordon Gould lived in Canada.,0,1197,inventions
Semyon Kirlian invented the friction match.,0,1198,inventions
John von Neumann lived in U.S.,0,1199,inventions
Elisha Otis lived in U.K.,0,1200,inventions
Walter Hunt invented the traffic signal.,0,1201,inventions
Sergey Brin and Larry Page invented the DNA fingerprinting.,0,1202,inventions
Louis Pasteur invented the vaccine jet injector.,0,1203,inventions
Vint Cerf invented the radio.,0,1204,inventions
Edwin Link lived in U.K.,0,1205,inventions
Hans Berger invented the flash freezing.,0,1206,inventions
Sir Charles Parsons invented the lightning rod.,0,1207,inventions
Frank Julian Sprague invented the electric traffic light.,0,1208,inventions
Joseph Swan invented the alternating current (AC) electrical system.,0,1209,inventions
George Cayley invented the orangutan conservation.,0,1210,inventions
Alan Turing invented the power loom.,0,1211,inventions
Maria Telkes invented the ballpoint pen.,0,1212,inventions
Frederick McKinley Jones invented the karaoke machine.,0,1213,inventions
André-Jacques Garnerin invented the electrocardiograph (ECG).,0,1214,inventions
James Starley lived in Sweden/U.S.,0,1215,inventions
Elisha Otis invented the tank.,0,1216,inventions
Yoshiro Nakamatsu lived in U.S.,0,1217,inventions
Joseph Glidden invented the jet engine.,0,1218,inventions
Guglielmo Marconi lived in U.K.,0,1219,inventions
Nils Bohlin lived in Germany.,0,1220,inventions
Arthur Fry invented the Phonautograph.,0,1221,inventions
Maria Telkes lived in Hungary.,0,1222,inventions
Charles Strite invented the various inventions and concepts (theoretical).,0,1223,inventions
Rudolf Diesel lived in U.S.,0,1224,inventions
Charles Macintosh invented the transistor.,0,1225,inventions
Johannes Gutenberg invented the bagless vacuum cleaner.,0,1226,inventions
Carl Sontheimer invented the Argand lamp.,0,1227,inventions
William Kelly invented the phonograph (independent inventor).,0,1228,inventions
Samuel Morse invented the electroencephalography (EEG).,0,1229,inventions
Nikolay Slavyanov lived in Stephanie.,0,1230,inventions
James Starley invented the zipper.,0,1231,inventions
Heinrich Göbel lived in U.S.,0,1232,inventions
Hans von Ohain invented the deep learning (artificial neural networks).,0,1233,inventions
Narinder Singh Kapany invented the programming language (theoretical).,0,1234,inventions
Luther Simjian invented the Band-Aid.,0,1235,inventions
Candace Pert invented the electric wheelchair.,0,1236,inventions
Arthur Pitney lived in U.K.,0,1237,inventions
John Wesley Hyatt lived in U.K.,0,1238,inventions
Eugene Polley invented the Morse code.,0,1239,inventions
Luther George Simjian invented the modern polar exploration.,0,1240,inventions
Konrad Zuse lived in Poland/France.,0,1241,inventions
James Watt lived in U.S.,0,1242,inventions
Orville and Wilbur Wright invented the Jacquard loom.,0,1243,inventions
John Ambrose Fleming invented the Band-Aid.,0,1244,inventions
Charles Babbage lived in Hungary/U.S.,0,1245,inventions
Richard Gatling invented the flying shuttle.,0,1246,inventions
Joseph Henry lived in U.K.,0,1247,inventions
R. Buckminster Fuller lived in Scotland.,0,1248,inventions
Ralph H. Baer invented the canning process.,0,1249,inventions
Marvin Camras invented the airship (non-rigid).,0,1250,inventions
Archimedes lived in U.S.,0,1251,inventions
Hans Oersted lived in U.S.,0,1252,inventions
Charles Francis Richter lived in France.,0,1253,inventions
Herbert Akroyd Stuart lived in Russia.,0,1254,inventions
Edwin Link invented the analytical engine (mechanical computer).,0,1255,inventions
Frederick G. Creed invented the AGA lighthouse.,0,1256,inventions
Sir Isaac Newton invented the celluloid.,0,1257,inventions
Philo Farnsworth invented the electroencephalography (EEG).,0,1258,inventions
Josephine Cochrane lived in Germany.,0,1259,inventions
Gideon Sundback invented the electron scanning tube (Image dissector).,0,1260,inventions
Thomas Wedgwood lived in Finland.,0,1261,inventions
Alec Jeffreys invented the phonograph (independent inventor).,0,1262,inventions
Edwin H. Land invented the three-point seatbelt.,0,1263,inventions
George Eastman lived in U.K.,0,1264,inventions
John Wesley Hyatt invented the vacuum tube diode.,0,1265,inventions
Jacob Perkins invented the wrinkle-resistant fabric.,0,1266,inventions
Charles Francis Jenkins lived in Germany.,0,1267,inventions
Kwolek lived in U.S.,0,1268,inventions
Heinrich Göbel invented the Hall effect.,0,1269,inventions
László Bíró invented the safety elevator.,0,1270,inventions
Henri Giffard lived in U.S.,0,1271,inventions
Ada Lovelace invented the modern brassiere.,0,1272,inventions
Lester Wire invented the power loom.,0,1273,inventions
Joseph Henry invented the linoleum.,0,1274,inventions
Konrad Zuse invented the discovery of radium and polonium.,0,1275,inventions
Josephine Cochrane invented the Audi automobile.,0,1276,inventions
Yvonne Brill lived in U.S.,0,1277,inventions
James Watt invented the electric traffic light.,0,1278,inventions
Joseph Marie Jacquard lived in Netherlands.,0,1279,inventions
John Ericsson lived in U.S.,0,1280,inventions
Igor Sikorsky lived in U.S.,0,1281,inventions
